Customer ID,Gender,Age,Number of Dependents,City,Tenure in Months,Avg Monthly Long Distance Charges,Streaming Movies,Streaming Music,Unlimited Data,Payment Method,Monthly Charge,Total Charges,Total Revenue,Customer Status
7529-ZDFXI,Male,79,0,La Verne,57,36.66,Yes,No,Yes,Bank Withdrawal,89.85,4925.35,7014.97,Stayed
7530-HDYDS,Female,26,0,Lakewood,38,17.66,No,Yes,Yes,Credit Card,84.25,3264.5,3935.58,Churned
7531-GQHME,Male,34,0,San Jacinto,12,38.96,,,,Credit Card,20.05,265.45,732.97,Stayed
7534-BFESC,Male,69,0,San Diego,24,30.87,No,No,Yes,Bank Withdrawal,76.1,1712.7,2453.58,Churned
7537-CBQUZ,Male,68,0,Castroville,63,26.11,Yes,Yes,Yes,Bank Withdrawal,109.4,7031.45,8676.38,Stayed
7537-RBWEA,Female,19,0,Petrolia,1,,No,No,Yes,Credit Card,25.15,25.15,25.15,Joined
7538-GWHML,Female,52,0,Lemon Cove,2,7.64,No,No,Yes,Bank Withdrawal,69.65,145.15,160.43,Churned
7541-YLXCL,Male,25,0,Pomona,36,26.51,Yes,Yes,Yes,Credit Card,65.4,2498.4,3452.76,Churned
7542-CYDDM,Male,61,0,Turlock,18,22.97,,,,Credit Card,20.05,358.5,771.96,Stayed
7544-ZVIKX,Male,33,2,Roseville,58,33.82,Yes,Yes,Yes,Bank Withdrawal,105.05,6004.85,7966.41,Stayed
7547-EKNFS,Male,37,0,Caspar,42,18.26,No,No,Yes,Bank Withdrawal,95.25,3959.35,4698.97,Churned
7548-SEPYI,Female,62,0,Temecula,5,32.12,Yes,Yes,Yes,Bank Withdrawal,96.25,512.45,673.05,Churned
7549-MYGPK,Female,48,0,Mountain View,63,8.98,No,No,No,Bank Withdrawal,100.55,6215.35,6781.09,Churned
7550-WIQVA,Male,34,1,Rocklin,50,41.58,Yes,Yes,Yes,Bank Withdrawal,108.25,5431.4,7510.4,Stayed
7551-DACSP,Male,49,1,Hat Creek,6,1.86,No,No,Yes,Mailed Check,55.3,324.25,335.41,Churned
7551-JOHTI,Female,54,0,Malibu,1,32.45,,,,Credit Card,-10,19.5,51.95,Churned
7552-KEYGT,Male,53,0,Platina,27,44.19,,,,Bank Withdrawal,-9,520.55,1713.68,Stayed
7554-AKDQF,Female,27,0,Sierra Madre,6,5.69,No,No,Yes,Credit Card,45.65,323.45,357.59,Stayed
7554-NEWDD,Male,44,0,Long Beach,10,32.1,,,,Bank Withdrawal,25.7,251.6,572.6,Stayed
7558-IMLMT,Male,48,2,Stanton,67,8.82,,,,Credit Card,20.8,1411.9,2002.84,Stayed
7560-QJAVJ,Female,60,0,Biggs,70,47.72,Yes,Yes,Yes,Bank Withdrawal,79.6,5589.45,8887.51,Stayed
7560-QRBXH,Female,32,0,Woodland,48,9.19,,,,Mailed Check,19.95,936.7,1377.82,Stayed
7562-GSUHK,Female,40,0,Jamestown,16,40.76,Yes,Yes,Yes,Credit Card,93.2,1573.7,2190.16,Churned
7562-UXTPG,Female,40,0,Canoga Park,13,26.13,No,No,Yes,Credit Card,70.15,886.7,1217.86,Stayed
7563-BIUPC,Male,30,0,San Diego,5,5.78,No,No,No,Bank Withdrawal,80.6,415.55,448.01,Churned
7564-GHCVB,Female,27,0,San Simeon,72,7.29,No,No,No,Bank Withdrawal,79.05,5730.7,6335.58,Stayed
7566-DSRLQ,Female,54,0,Rancho Cucamonga,72,12.85,Yes,Yes,No,Bank Withdrawal,110.15,7998.8,8994,Stayed
7567-ECMCM,Male,23,0,Danville,24,35.3,Yes,Yes,Yes,Credit Card,79.85,2001,2848.2,Stayed
7568-PODML,Male,34,0,Watsonville,1,,Yes,Yes,Yes,Mailed Check,45.3,45.3,45.3,Churned
7569-NMZYQ,Female,33,3,Middletown,72,41.14,Yes,Yes,Yes,Bank Withdrawal,118.75,8672.45,11634.53,Stayed
7570-WELNY,Female,52,0,Sherman Oaks,68,7.87,No,No,Yes,Bank Withdrawal,-1,5711.05,6246.21,Stayed
7571-YXDAD,Female,37,0,Davis,2,38.28,No,No,Yes,Credit Card,74.9,147.15,223.71,Churned
7572-KPVKK,Male,44,1,Los Altos,62,17.67,Yes,Yes,Yes,Bank Withdrawal,104.05,6590.5,7686.04,Stayed
7576-ASEJU,Female,38,0,Azusa,41,25.16,Yes,Yes,Yes,Credit Card,74.7,3187.65,4219.21,Stayed
7576-JMYWV,Female,76,1,San Martin,46,20.42,Yes,No,Yes,Bank Withdrawal,110.2,4972.1,5911.42,Stayed
7576-OYWBN,Male,71,0,San Mateo,3,30.25,No,No,Yes,Bank Withdrawal,76.05,231.8,322.55,Churned
7577-SWIFR,Male,49,0,Glendale,1,16.64,Yes,Yes,Yes,Bank Withdrawal,89.25,89.25,105.89,Joined
7579-KKLOE,Male,59,0,Earlimart,71,46.53,Yes,Yes,Yes,Credit Card,91.25,6589.6,9893.23,Stayed
7579-OOPEC,Female,75,0,Pala,2,6.86,No,No,Yes,Credit Card,50.15,115.1,128.82,Churned
7580-UGXNC,Female,73,0,Culver City,2,25.74,No,No,Yes,Credit Card,54.85,104.2,155.68,Churned
7581-EBBOU,Female,49,0,Volcano,60,38.88,No,No,Yes,Credit Card,70.15,4224.7,6557.5,Stayed
7586-ZATGZ,Male,59,0,Ravendale,40,17.83,No,No,Yes,Bank Withdrawal,84.9,3369.05,4082.25,Stayed
7587-AOVVU,Male,39,1,Arcata,27,14.07,No,No,Yes,Bank Withdrawal,100.75,2793.55,3173.44,Stayed
7587-RZNME,Male,23,0,Valencia,3,48.84,No,Yes,Yes,Bank Withdrawal,43.3,123.65,270.17,Churned
7590-VHVEG,Female,36,0,Los Angeles,1,,No,No,Yes,Bank Withdrawal,29.85,29.85,29.85,Joined
7593-JNWRU,Male,61,1,Fremont,6,49.2,No,No,Yes,Bank Withdrawal,44.6,260.8,556,Churned
7593-XFKDI,Male,39,0,Los Angeles,1,48.22,No,No,Yes,Credit Card,-4,46.3,94.52,Churned
7594-LZNWR,Male,67,0,Sacramento,34,13.56,No,No,Yes,Credit Card,69.15,2275.1,2736.14,Stayed
7594-RQHXR,Female,20,0,Covina,1,21.72,Yes,Yes,Yes,Bank Withdrawal,79.6,79.6,101.32,Churned
7595-EHCDL,Male,48,2,Santa Maria,32,,Yes,Yes,Yes,Credit Card,50.6,1653.45,1653.45,Stayed
7595-EUIVN,Female,53,0,Clearlake,1,14.48,No,No,Yes,Bank Withdrawal,75.8,75.8,90.28,Churned
7596-IIWYC,Female,62,0,Fiddletown,27,35.77,,,,Bank Withdrawal,20.25,538.2,1503.99,Stayed
7596-LDUXP,Female,61,0,Rodeo,12,15.97,No,No,Yes,Credit Card,85.15,979.05,1170.69,Stayed
7596-ZYWBB,Female,19,0,Bakersfield,65,43.29,No,No,No,Mailed Check,59.6,3739.8,6673.65,Stayed
7598-UAASY,Male,19,0,Marshall,2,20.5,No,No,Yes,Bank Withdrawal,76.4,151.8,192.8,Churned
7599-FKVXZ,Male,54,0,South Pasadena,42,2.41,Yes,Yes,Yes,Bank Withdrawal,106.15,4512.7,4613.92,Churned
7599-NTMDP,Female,32,2,Lockeford,62,,No,No,No,Bank Withdrawal,48.7,3008.55,3128.55,Stayed
7601-DHFWZ,Female,54,0,Simi Valley,48,30.82,,,,Credit Card,24,1183.05,2662.41,Stayed
7601-GNDYK,Male,52,3,Wildomar,35,20.85,,,,Credit Card,19.6,686.95,1416.7,Stayed
7601-WFVZV,Male,35,0,Downieville,1,17.94,,,,Credit Card,19.55,19.55,37.49,Joined
7602-DBTOU,Female,46,0,San Francisco,71,37.83,,,,Credit Card,19.6,1416.5,4102.43,Stayed
7602-MVRMB,Female,62,1,Fish Camp,72,46.63,Yes,Yes,Yes,Bank Withdrawal,110.45,8058.85,11416.21,Stayed
7603-USHJS,Male,27,1,San Gabriel,12,14.96,No,Yes,Yes,Credit Card,73.75,871.4,1050.92,Churned
7605-BDWDC,Female,35,0,Mira Loma,31,,Yes,Yes,Yes,Bank Withdrawal,49.85,1520.1,1520.1,Stayed
7605-SNLQG,Female,42,0,Gardena,45,6.49,No,No,Yes,Credit Card,50.25,2221.55,2513.6,Stayed
7606-BPHHN,Male,39,0,La Quinta,72,30.44,,,,Credit Card,19.8,1468.75,3660.43,Stayed
7607-QKKTJ,Male,25,2,Loma Linda,45,33.45,Yes,Yes,No,Credit Card,95,4368.85,5934.1,Stayed
7608-RGIRO,Male,62,1,Marysville,62,17.56,,,,Credit Card,-10,1413,2501.72,Stayed
7609-NRNCA,Female,21,0,Mountain Ranch,17,42.42,,,,Credit Card,19.55,280.85,1001.99,Stayed
7609-YBPXG,Male,60,0,Irvine,54,18.54,Yes,Yes,No,Bank Withdrawal,87.1,4735.2,5816.36,Stayed
7610-TVOPG,Male,48,0,West Point,15,7.96,,,,Bank Withdrawal,26.35,378.6,498,Stayed
7611-YKYTC,Male,50,2,Burson,22,38.82,No,No,Yes,Bank Withdrawal,75,1573.95,2427.99,Stayed
7613-LLQFO,Male,41,0,Amador City,12,12.36,No,No,Yes,Bank Withdrawal,84.45,1059.55,1207.87,Churned
7614-QVWQL,Male,57,0,Costa Mesa,49,,Yes,Yes,No,Bank Withdrawal,51.8,2541.25,2591.25,Churned
7615-ESMYF,Female,23,0,San Diego,2,,Yes,Yes,Yes,Bank Withdrawal,44.6,97.1,97.1,Churned
7617-EYGLW,Male,62,0,Clearlake Oaks,1,46.59,,,,Bank Withdrawal,19.45,19.45,66.04,Joined
7619-ODSGN,Male,63,2,Foothill Ranch,24,17.27,No,No,Yes,Bank Withdrawal,54.75,1338.15,1752.63,Churned
7619-PLRLP,Female,41,0,Cardiff By The Sea,53,37.14,Yes,Yes,Yes,Bank Withdrawal,74.1,3833.95,5802.37,Stayed
7621-VPNET,Female,60,0,Arcadia,42,20.58,No,No,Yes,Credit Card,85.9,3729.75,4594.11,Stayed
7622-FWGEW,Male,71,0,Costa Mesa,56,31.68,Yes,No,Yes,Bank Withdrawal,85.65,4824.45,6598.53,Stayed
7622-NXQZR,Male,29,0,Canoga Park,28,,No,No,Yes,Credit Card,30.1,810.85,810.85,Stayed
7623-HKYRK,Male,46,1,Caliente,6,27.78,,,,Mailed Check,19.7,111.65,278.33,Stayed
7623-TRNQN,Male,34,1,Jackson,1,39.6,No,No,Yes,Mailed Check,49.9,49.9,89.5,Churned
7625-XCQRH,Female,48,0,Strathmore,11,15.6,No,No,Yes,Bank Withdrawal,76.5,837.95,1009.55,Churned
7627-JKIAZ,Female,62,0,San Jose,37,37.49,No,No,Yes,Credit Card,78.95,2839.65,4226.78,Churned
7629-WFGLW,Female,80,0,Palo Alto,56,11.55,No,No,Yes,Bank Withdrawal,95.65,5471.75,6096.84,Stayed
7629-WIXZF,Female,32,0,San Rafael,7,6.83,Yes,Yes,Yes,Bank Withdrawal,59.1,369.25,417.06,Stayed
7632-MNYOY,Male,69,0,Tahoe Vista,66,9.9,Yes,No,Yes,Credit Card,110.9,7432.05,8085.45,Churned
7632-YUTXB,Female,52,2,Stinson Beach,25,13.06,,,,Credit Card,20.05,520.1,846.6,Stayed
7633-MVPUY,Male,50,0,Diamond Bar,57,49.29,No,No,Yes,Bank Withdrawal,59.75,3450.15,6259.68,Stayed
7634-HLQJR,Female,52,1,Moss Landing,47,1.44,,,,Credit Card,20.05,1016.7,1084.38,Stayed
7634-WSWDB,Female,22,1,Terra Bella,8,,Yes,Yes,Yes,Bank Withdrawal,38.5,330.8,330.8,Stayed
7636-OWBPG,Male,79,0,Redding,12,,No,No,Yes,Credit Card,29.35,381.2,342.22,Stayed
7636-PEPNS,Female,44,3,Palos Verdes Peninsula,58,22.65,No,No,No,Credit Card,44.1,2413.05,3876.75,Stayed
7636-XUHWW,Male,56,0,Firebaugh,2,3.82,,,,Credit Card,19.9,33.7,41.34,Joined
7638-QVMVY,Female,63,0,Visalia,7,26.09,No,No,Yes,Bank Withdrawal,79,522.95,705.58,Churned
7639-LIAYI,Male,23,0,Los Angeles,52,29.16,Yes,Yes,Yes,Credit Card,79.75,4217.8,5734.12,Stayed
7639-OPLNG,Male,56,0,San Diego,70,27.97,No,No,Yes,Bank Withdrawal,79.25,5731.85,7689.75,Stayed
7639-SUPCW,Female,32,0,Glen Ellen,22,3.95,No,No,No,Credit Card,48.8,1054.6,1161.5,Churned
7641-EUYET,Male,76,0,Tranquillity,46,49.11,No,No,Yes,Bank Withdrawal,100.7,4541.2,6753.62,Churned
7641-TQFHN,Male,21,1,Fresno,39,14.72,Yes,Yes,Yes,Credit Card,100.55,3895.35,4469.43,Stayed
7643-RCHXS,Female,31,3,Montgomery Creek,63,41.84,,,,Bank Withdrawal,19.35,1263.85,3899.77,Stayed
7644-OMVMY,Male,56,1,Los Angeles,10,15.51,,,,Credit Card,19.85,198.5,353.6,Stayed
7647-GYYKX,Female,48,4,San Marcos,54,41.93,,,,Bank Withdrawal,-3,1092.35,3356.57,Stayed
7649-PHJVR,Male,22,0,Paso Robles,11,33.48,,,,Mailed Check,19.5,226.8,595.08,Stayed
7649-SIJJF,Male,36,0,Emeryville,71,10.97,Yes,Yes,Yes,Credit Card,80.1,5585.4,6364.27,Stayed
7654-YWJUF,Male,61,0,Sunland,43,15.2,No,No,Yes,Bank Withdrawal,84.25,3539.25,4192.85,Stayed
7657-DYEPJ,Male,73,0,Los Angeles,38,5.75,No,No,Yes,Credit Card,70.15,2497.35,2715.85,Churned
7658-UYUQS,Male,71,0,Fullerton,21,22.3,No,No,Yes,Bank Withdrawal,86.55,1857.25,2325.55,Stayed
7660-HDPJV,Female,51,0,Long Beach,1,10.08,No,No,Yes,Bank Withdrawal,69.2,69.2,79.28,Churned
7661-CPURM,Male,49,0,Alhambra,19,43.11,Yes,Yes,Yes,Credit Card,87.7,1725.95,2545.04,Stayed
7663-CUXZB,Male,34,0,Fields Landing,59,14.98,Yes,Yes,Yes,Bank Withdrawal,113.75,6561.25,7445.07,Stayed
7663-RGWBC,Male,44,0,Los Angeles,1,8.77,No,No,Yes,Credit Card,44.15,44.15,52.92,Churned
7663-YJHSN,Female,33,0,Moss Landing,72,44.27,No,No,No,Bank Withdrawal,103.95,7556.9,10814.34,Stayed
7663-ZTEGJ,Male,46,0,Escondido,29,49.92,Yes,Yes,No,Credit Card,100.55,2830.45,4378.13,Stayed
7665-NKLAV,Female,19,3,Pleasanton,36,,No,No,Yes,Credit Card,40.65,1547.35,1547.35,Stayed
7665-TOALD,Female,25,0,Temecula,1,14.19,No,Yes,Yes,Bank Withdrawal,69.6,69.6,83.79,Churned
7665-VIGUD,Male,40,0,Santa Barbara,10,17.4,,,,Credit Card,20.35,176.3,350.3,Stayed
7666-WKRON,Female,39,0,Riverbank,39,24.45,No,No,Yes,Bank Withdrawal,80.45,3201.55,4155.1,Churned
7668-XCFYV,Female,77,0,Glendora,17,3.83,Yes,No,Yes,Bank Withdrawal,-4,1614.7,1679.81,Stayed
7669-LCRSD,Male,49,2,Igo,12,17.27,No,No,Yes,Mailed Check,56.3,628.65,835.89,Stayed
7670-ZBPOQ,Female,59,0,Denair,58,26.36,No,No,No,Bank Withdrawal,61.05,3478.75,5007.63,Stayed
7672-VFMXZ,Male,31,0,Long Beach,57,15.48,No,No,Yes,Bank Withdrawal,55.7,3171.6,4019.37,Stayed
7673-BQGKU,Female,64,3,Carlsbad,69,11.47,,,,Bank Withdrawal,20.15,1337.5,2128.93,Stayed
7673-LPRNY,Female,43,0,Pasadena,23,48.88,Yes,Yes,Yes,Bank Withdrawal,78.55,1843.05,2947.66,Stayed
7674-YTAFD,Female,64,0,North Hills,33,42.29,No,No,Yes,Bank Withdrawal,79.95,2684.85,4080.42,Stayed
7675-OZCZG,Female,76,0,Fallbrook,3,30.14,No,No,No,Bank Withdrawal,45,127.1,227.52,Churned
7677-SJJJK,Male,26,0,Granite Bay,8,48.39,,,,Credit Card,19.9,153.95,541.07,Stayed
7682-AZNDK,Male,25,3,Williams,34,18.36,No,No,Yes,Bank Withdrawal,89.85,3091.75,3701.06,Stayed
7683-CBDKJ,Male,42,1,Palmdale,14,45.6,No,No,Yes,Bank Withdrawal,65.45,937.6,1576,Churned
7684-XSZIY,Male,53,3,Loomis,72,20.42,,,,Bank Withdrawal,24.3,1643.25,3113.49,Stayed
7688-AWMDX,Male,21,0,San Diego,71,48.32,No,No,Yes,Bank Withdrawal,54.5,3778.2,7208.92,Stayed
7690-KPNCU,Male,20,0,Willow Creek,64,26.64,Yes,Yes,Yes,Credit Card,73.05,4688.65,6393.61,Stayed
7691-KGKGP,Male,31,1,Aliso Viejo,53,2.11,No,No,Yes,Credit Card,65,3363.8,3475.63,Stayed
7691-XVTZH,Female,30,0,Aromas,68,28.36,No,No,Yes,Bank Withdrawal,89.95,5974.3,7902.78,Stayed
7693-LCKZL,Male,57,1,Julian,5,11.54,No,No,Yes,Bank Withdrawal,80.15,385,442.7,Churned
7693-QPEFS,Male,75,0,Davenport,52,42.19,No,No,Yes,Bank Withdrawal,72.95,3829.75,6023.63,Stayed
7694-VLBWQ,Male,61,0,Coronado,67,8.18,Yes,Yes,Yes,Bank Withdrawal,104.1,7040.85,7588.91,Churned
7695-PKLCZ,Female,32,0,Salinas,68,48.41,,,,Credit Card,20.5,1424.9,4716.78,Stayed
7696-AMHOD,Female,23,1,Fallbrook,49,9.07,Yes,Yes,Yes,Credit Card,78,3824.2,4268.63,Stayed
7696-CFTAT,Male,24,3,Diamond Bar,37,8.21,,,,Bank Withdrawal,19.8,726.1,1029.87,Stayed
7698-YFGEZ,Male,55,0,Riverside,1,25.99,,,,Credit Card,20,20,45.99,Joined
7703-ZEKEF,Male,47,0,Heber,23,18.7,No,No,Yes,Bank Withdrawal,81,1917.1,2347.2,Churned
7706-DZNKK,Male,63,0,Palmdale,11,44.53,,,,Credit Card,20.45,237.3,727.13,Stayed
7706-YLMQA,Female,30,0,Madera,70,10,,,,Bank Withdrawal,19.7,1341.5,2041.5,Stayed
7707-PYBBH,Male,49,0,Lucerne Valley,40,36.98,No,No,Yes,Credit Card,61.9,2647.1,4126.3,Stayed
7710-JSYOA,Female,59,1,Pala,69,28.53,Yes,Yes,Yes,Bank Withdrawal,93.3,6398.05,8366.62,Stayed
7711-GQBZC,Female,42,1,Stockton,71,19.49,,,,Bank Withdrawal,24.7,1810.55,3194.34,Stayed
7711-YIJWC,Male,21,2,Shingletown,61,12.72,Yes,Yes,Yes,Bank Withdrawal,84.9,5264.5,6040.42,Stayed
7714-YXSMB,Female,60,0,Irvine,26,25.66,Yes,Yes,Yes,Bank Withdrawal,100.5,2599.95,3267.11,Stayed
7716-YTYHG,Female,41,0,Oxnard,48,23.95,Yes,Yes,Yes,Mailed Check,82.05,4029.95,5179.55,Churned
7717-BICXI,Male,37,3,O Neals,60,15.65,,,,Credit Card,20.55,1205.05,2144.05,Stayed
7718-RXDGG,Male,54,0,Newcastle,15,24.17,No,No,No,Bank Withdrawal,68.6,1108.6,1561.15,Stayed
7718-UPSKJ,Female,59,0,San Diego,69,24.17,Yes,Yes,Yes,Credit Card,106.4,7251.9,8916.04,Stayed
7721-DVEKZ,Female,42,0,Thousand Oaks,1,23.67,,,,Credit Card,19.65,19.65,43.32,Joined
7721-JXEAW,Male,23,0,Elk Grove,59,,Yes,Yes,Yes,Bank Withdrawal,41.05,2452.7,2452.7,Churned
7722-CVFXN,Male,50,3,Santa Cruz,54,7.25,Yes,Yes,Yes,Bank Withdrawal,105.2,5637.85,6006.34,Stayed
7722-VJRQD,Male,38,0,Brooks,72,,Yes,Yes,Yes,Bank Withdrawal,60.95,4549.05,4549.05,Stayed
7727-SHVZV,Female,56,0,Chico,9,43.83,,,,Bank Withdrawal,19.5,150.35,544.82,Stayed
7729-JTEEC,Male,33,1,Olympic Valley,2,30.87,No,No,Yes,Bank Withdrawal,44.5,90.05,151.79,Joined
7729-XBTWX,Male,62,2,San Ramon,66,31.53,,,,Credit Card,19.75,1344.5,3425.48,Stayed
7730-CLDSV,Female,61,2,Brentwood,72,35.21,Yes,Yes,Yes,Bank Withdrawal,98.65,7129.45,9664.57,Stayed
7730-IUTDZ,Male,63,0,Chatsworth,43,34,No,No,Yes,Bank Withdrawal,75.2,3198.6,4660.6,Churned
7733-UDMTP,Female,65,0,Fresno,57,,Yes,Yes,Yes,Bank Withdrawal,55,3094.05,3094.05,Stayed
7734-DBOAI,Female,42,2,Pope Valley,1,,No,No,No,Bank Withdrawal,40.1,40.1,50.1,Churned
7739-LAXOG,Female,51,0,Sacramento,32,46.92,Yes,Yes,No,Bank Withdrawal,91.05,2954.5,4525.94,Churned
7740-BTPUX,Male,72,0,Manchester,55,12.91,Yes,No,Yes,Bank Withdrawal,113.6,6292.7,7002.75,Stayed
7740-KKCXF,Male,61,0,Los Angeles,51,,No,No,Yes,Credit Card,30.05,1529.45,1529.45,Stayed
7742-MYPGI,Female,39,2,Cobb,6,49.45,No,No,Yes,Credit Card,48.8,297.35,594.05,Stayed
7743-EXURX,Male,47,1,Glendale,8,3.85,No,No,Yes,Bank Withdrawal,51.05,415.05,445.85,Churned
7746-AWNQW,Female,62,0,La Jolla,28,,No,No,Yes,Mailed Check,35.75,961.4,961.4,Stayed
7746-QYVCO,Male,57,0,White Water,16,21.04,No,No,Yes,Credit Card,55.85,857.8,1194.44,Stayed
7748-UMTRK,Female,80,1,San Francisco,30,37.42,Yes,Yes,Yes,Bank Withdrawal,101.3,2974.5,4097.1,Stayed
7750-EYXWZ,Female,62,0,Yucca Valley,12,,Yes,Yes,Yes,Bank Withdrawal,60.65,743.3,702.89,Stayed
7752-XUSCI,Female,20,0,Crestline,60,10.7,Yes,Yes,Yes,Bank Withdrawal,105.9,6396.45,7038.45,Churned
7753-USQYQ,Male,47,0,West Covina,55,27.65,Yes,Yes,No,Bank Withdrawal,64.2,3627.3,5148.05,Stayed
7754-IXRMC,Female,39,0,Atascadero,1,12.46,No,No,Yes,Credit Card,45.35,45.35,57.81,Joined
7758-UJWYS,Male,31,1,Millbrae,34,,No,No,Yes,Bank Withdrawal,40.55,1325.85,1325.85,Stayed
7758-XKCBS,Male,56,0,Reseda,15,,No,No,No,Bank Withdrawal,29.7,438.25,528.25,Churned
7760-OYPDY,Female,32,2,Los Angeles,2,5.85,No,No,No,Bank Withdrawal,80.65,144.15,175.85,Churned
7762-ONLJY,Female,62,3,Sacramento,6,44.13,,,,Credit Card,19.7,94.45,359.23,Stayed
7762-URZQH,Male,30,0,Venice,66,23.51,Yes,Yes,Yes,Credit Card,106.05,6981.35,8533.01,Churned
7764-BDPEE,Male,50,3,Hayward,3,19.58,,,,Credit Card,20.85,60.65,119.39,Joined
7765-LWVVH,Female,39,2,Caspar,72,18.74,No,No,Yes,Bank Withdrawal,95.1,6843.15,8192.43,Stayed
7766-CLTIC,Female,58,0,Kenwood,10,8.35,Yes,Yes,Yes,Credit Card,60.95,629.55,713.05,Stayed
7767-UXAGJ,Male,37,0,Colfax,1,28.25,No,No,Yes,Bank Withdrawal,50.45,50.45,78.7,Churned
7771-CFQRQ,Female,32,3,Mariposa,47,30.06,Yes,Yes,No,Bank Withdrawal,63.8,3007.25,4500.07,Stayed
7771-ZONAT,Male,62,0,Woodacre,22,,Yes,Yes,Yes,Bank Withdrawal,56.75,1304.85,1304.85,Stayed
7774-OJSXI,Male,53,0,South Lake Tahoe,31,9.27,Yes,Yes,Yes,Bank Withdrawal,103.45,3066.45,3353.82,Churned
7776-QGYJC,Female,64,5,Shasta Lake,39,40.68,No,No,Yes,Bank Withdrawal,81.5,3107.3,4693.82,Stayed
7776-QWNFX,Male,71,0,Chino,30,4.65,No,No,Yes,Bank Withdrawal,50.4,1527.5,1667,Churned
7777-UNYHB,Female,43,1,Traver,12,24.65,,,,Credit Card,20.1,232.4,528.2,Stayed
7779-LGOVN,Male,74,0,Paskenta,10,46.5,Yes,No,Yes,Bank Withdrawal,86.65,856.65,1321.65,Churned
7779-ORAEL,Male,77,0,Mi Wuk Village,45,9.39,Yes,No,Yes,Credit Card,75.15,3480.35,3902.9,Stayed
7780-OTDSO,Male,51,0,Covelo,18,11.3,Yes,Yes,Yes,Bank Withdrawal,99.4,1742.95,1946.35,Churned
7781-EWARA,Male,19,3,Big Bend,70,,Yes,Yes,Yes,Bank Withdrawal,60.35,4138.7,4089.47,Stayed
7781-HVGMK,Female,56,0,Amboy,72,,Yes,Yes,Yes,Credit Card,65.2,4784.45,4784.45,Stayed
7783-YKGDV,Female,49,0,March Air Reserve Base,12,16.07,Yes,Yes,Yes,Bank Withdrawal,99.7,1238.45,1431.29,Churned
7785-RDVIG,Female,53,2,Hemet,3,10.13,,,,Credit Card,19.3,54.7,85.09,Joined
7786-WBJYI,Female,31,0,San Diego,4,30.95,No,No,Yes,Bank Withdrawal,77.95,305.55,429.35,Churned
7787-BNTZM,Male,56,0,Comptche,6,6.93,,,,Bank Withdrawal,20.15,130.5,172.08,Stayed
7789-CRUVC,Female,77,0,San Diego,61,33.75,No,No,Yes,Credit Card,94.2,5895.45,7954.2,Stayed
7789-HKSBS,Female,79,0,Lakewood,42,35.38,Yes,Yes,Yes,Bank Withdrawal,105.2,4599.15,6044.65,Stayed
7794-JASDG,Male,37,0,Winchester,1,45.77,No,No,Yes,Credit Card,50.75,50.75,96.52,Joined
7795-CFOCW,Male,53,0,Los Angeles,45,,No,No,Yes,Bank Withdrawal,42.3,1840.75,1840.75,Stayed
7797-EJMDP,Female,34,0,Manteca,8,33.54,Yes,Yes,Yes,Bank Withdrawal,66.05,574.5,842.82,Stayed
7798-JVXYM,Female,52,0,Herald,14,37.01,Yes,Yes,Yes,Bank Withdrawal,69.65,921.4,1439.54,Stayed
7799-DSEWS,Male,22,0,Hayward,18,48.68,No,No,Yes,Bank Withdrawal,68.35,1299.8,2176.04,Stayed
7799-LGRDP,Female,42,0,Lakewood,43,25.53,,,,Credit Card,25.7,1188.2,2285.99,Stayed
7801-CEDNV,Male,33,0,Inglewood,27,9.01,No,No,Yes,Credit Card,48.7,1421.75,1665.02,Stayed
7801-KICAO,Female,43,0,Pasadena,18,11.36,No,No,Yes,Bank Withdrawal,74.15,1345.75,1550.23,Stayed
7802-EFKNY,Male,37,0,Redlands,5,,No,No,Yes,Bank Withdrawal,24.95,100.4,100.4,Churned
7803-XOCCZ,Female,54,2,Anza,52,31.96,No,No,Yes,Bank Withdrawal,84.05,4326.8,5988.72,Stayed
7808-DVWEP,Male,51,0,Chico,3,31.06,,,,Bank Withdrawal,20,49.65,142.83,Joined
7811-JIVPF,Female,44,0,Long Beach,23,42.26,No,No,No,Credit Card,49.7,1081.25,2203.23,Stayed
7812-FZHPE,Female,31,2,Bradley,17,18.26,,,,Credit Card,24.1,409.9,720.32,Churned
7813-TKCVO,Female,23,0,Oak Park,20,27.96,,,,Credit Card,20.35,393.15,952.35,Stayed
7813-ZGGAW,Male,68,0,Applegate,31,15.35,No,No,Yes,Bank Withdrawal,96.6,2877.95,3353.8,Stayed
7814-LEEVE,Female,60,0,Grass Valley,1,6.64,,,,Bank Withdrawal,20.3,20.3,26.94,Joined
7815-PDTHL,Male,64,0,Van Nuys,35,42.8,,,,Credit Card,20.2,684.4,2182.4,Stayed
7816-VGHTO,Female,61,2,Rio Oso,6,,No,No,No,Credit Card,40.55,217.5,267.5,Stayed
7817-BOQPW,Female,32,0,Rio Dell,2,41.37,No,No,Yes,Bank Withdrawal,75.55,166.3,249.04,Churned
7817-OMJNA,Male,23,0,Mammoth Lakes,14,36.42,,,,Bank Withdrawal,20.4,275.7,785.58,Stayed
7820-ZYGNY,Male,33,0,La Puente,63,9.21,Yes,Yes,No,Credit Card,90.45,5825.5,6505.73,Stayed
7821-DPRQE,Male,25,0,Stockton,68,24.01,Yes,Yes,Yes,Bank Withdrawal,107.7,7320.9,8953.58,Stayed
